"MaxAbsEStateIndex","MinAbsEStateIndex","MinEStateIndex","qed","SPS","NumValenceElectrons","MaxPartialCharge","MinPartialCharge","FpDensityMorgan1","FpDensityMorgan2","FpDensityMorgan3","BCUT2D_MWHI","BCUT2D_MWLOW","BCUT2D_CHGHI","BCUT2D_CHGLO","BCUT2D_LOGPHI","BCUT2D_LOGPLOW","BCUT2D_MRHI","BCUT2D_MRLOW","AvgIpc","BalabanJ","BertzCT","Chi2v","Chi3n","Chi4v","HallKierAlpha","Ipc","Kappa2","Kappa3","PEOE_VSA1","PEOE_VSA10","PEOE_VSA11","PEOE_VSA12","PEOE_VSA13","PEOE_VSA14","PEOE_VSA2","PEOE_VSA3","PEOE_VSA4","PEOE_VSA5","PEOE_VSA6","PEOE_VSA7","PEOE_VSA8","PEOE_VSA9","SMR_VSA1","SMR_VSA10","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","SMR_VSA9","SlogP_VSA1","SlogP_VSA10","SlogP_VSA11","SlogP_VSA12","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","TPSA","EState_VSA1","EState_VSA10","EState_VSA2","EState_VSA3","EState_VSA4","EState_VSA5","EState_VSA6","EState_VSA7","EState_VSA8","EState_VSA9","VSA_EState1","VSA_EState10","VSA_EState2","VSA_EState3","VSA_EState4","VSA_EState5","VSA_EState6","VSA_EState7","VSA_EState8","VSA_EState9","FractionCSP3","NHOHCount","NOCount","NumAliphaticCarbocycles","NumAliphaticHeterocycles","NumAliphaticRings","NumAromaticCarbocycles","NumAromaticHeterocycles","NumAromaticRings","NumHAcceptors","NumHDonors","NumHeteroatoms","NumRotatableBonds","NumSaturatedCarbocycles","NumSaturatedHeterocycles","NumSaturatedRings","RingCount","MolLogP","fr_Al_COO","fr_Al_OH","fr_Al_OH_noTert","fr_ArN","fr_Ar_COO","fr_Ar_N","fr_Ar_NH","fr_Ar_OH","fr_COO","fr_C_O","fr_C_S","fr_Imine","fr_NH0","fr_NH1","fr_NH2","fr_N_O","fr_Ndealkylation1","fr_Ndealkylation2","fr_alkyl_carbamate","fr_alkyl_halide","fr_allylic_oxid","fr_amide","fr_amidine","fr_aniline","fr_aryl_methyl","fr_barbitur","fr_bicyclic","fr_dihydropyridine","fr_ester","fr_ether","fr_furan","fr_guanido","fr_halogen","fr_imidazole","fr_imide","fr_ketone","fr_lactone","fr_methoxy","fr_morpholine","fr_nitro","fr_oxazole","fr_oxime","fr_para_hydroxylation","fr_phenol","fr_piperdine","fr_piperzine","fr_priamide","fr_pyridine","fr_quatN","fr_sulfide","fr_sulfonamd","fr_sulfone","fr_tetrazole","fr_thiazole","fr_thiophene","fr_unbrch_alkane","fr_urea"
5.313888888888889,0.12083333333333357,0.12083333333333357,0.5922284516615577,9.545454545454545,58,0.22486254059755922,-0.36762877330549987,1.1818181818181819,1.6363636363636365,2,15.136768087917734,10.324115864834308,1.9995021028324966,-1.9853567276561883,2.0619501836288245,-2.0476555190343024,5.553819248949201,1.0442476271824221,1.8460467916839207,3.1860125339283023,272.7741587520256,2.1557448597591806,1.0517229693805488,0.6002299556039046,-1.65,243.67817650227752,2.531037747759121,1.635046558778181,11.46733495432437,0,5.824404497999927,11.896678561972989,0,0,0,0,14.951935562841626,0,6.578935683598497,12.496841729759891,0,0,0,17.469783092042256,0,14.951935562841626,0,6.923737199690624,11.46733495432437,12.403340181598423,0,11.46733495432437,11.896678561972989,0,0,14.951935562841626,0,0,12.748141697690551,6.578935683598497,0,5.573104530069267,90.71,0,0,11.896678561972989,11.397509028069194,0,0,6.923737199690624,0,21.53087124644012,11.46733495432437,0,0,11.227962962962962,0,11.341481481481482,0.6814814814814822,0,0,5.415740740740741,0,0.16666666666666666,4,5,0,0,0,0,1,1,5,2,5,1,0,0,0,1,0.06909999999999988,0,0,0,2,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.238954212857983,0.22530761841773783,-0.36675638979871805,0.7854135781314269,10.470588235294118,88,0.3359621562154014,-0.4878768756623695,1.4705882352941178,2.235294117647059,2.9411764705882355,35.495704403200236,10.129818904506518,2.036407523787902,-2.05872963235298,2.2205495284651833,-1.9917142804237302,6.289503805381619,0.35902497901690766,2.2508289366725087,2.42829776784903,628.0874465289328,4.246872528265392,2.31827638626366,1.6112248222485692,-1.7399999999999998,6646.697849993919,4.634332104314085,2.6838370925322383,9.154013890853395,17.939413939439063,0,0,0,5.625586319077987,0,4.794537184071822,0,0,18.179875573831012,24.61992282831084,22.551244703501613,0,9.154013890853395,22.57018424633955,0,0,0,6.923737199690624,6.606881964512918,51.86026530440534,5.749511833283905,10.362449272878036,0,5.749511833283905,11.600939890232516,6.606881964512918,0,6.923737199690624,5.563451491696996,45.088378430683704,0,10.969244356107037,39.44,0,4.794537184071822,12.232468283590904,16.364818327039742,10.949675706161791,6.06636706846161,12.13273413692322,12.990104268152233,6.578935683598497,20.754953781085913,10.460706254724112,5.603462205355392,11.238954212857983,1.3031868858654576,1.0195748999188154,0.5907870370370372,6.7798875398925,0,5.614552075459814,0,0.15384615384615385,0,3,0,0,0,1,1,2,3,0,4,3,0,0,0,2,3.2327200000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.090706333459309,0.04961047073150193,-0.04961047073150193,0.5810616560654852,9.066666666666666,84,0.21975494493192718,-0.35264671753594246,0.9333333333333333,1.3333333333333333,1.6666666666666667,16.15139243375779,10.194130509286218,2.025366684855345,-2.024953117294272,1.9448460316282727,-2.2503222862550154,5.7843302415581,-0.12173993986539677,2.231161299655003,3.4295495460891723,212.74242061785375,3.039058011260055,1.6948143829493563,0.9582877734671448,-1.58,1767.0797493267626,8.993914858931106,8.74206119162641,10.633577208012662,0,0,11.814359458703011,0,0,9.589074368143644,0,0,13.157871367196995,12.152040213667762,6.4208216229260096,25.93115605767717,0,9.589074368143644,11.814359458703011,0,10.633577208012662,0,19.26246486877803,13.08951281182515,25.309911580864757,0,10.633577208012662,0,0,0,24.90387227052816,9.589074368143644,0,19.26246486877803,25.309911580864757,0,0,58.2,0,9.589074368143644,11.814359458703011,32.35197768060318,0,0,12.152040213667762,0,23.791448575209657,0,0,0,22.181412666918618,5.288718505920887,0,-0.09922094146300386,0,4.54169989292013,7.920723209036701,0,0.45454545454545453,2,4,0,0,0,0,0,0,2,2,4,8,0,0,0,0,0.7610999999999999,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.89223828420257,0.07663170823885124,-0.45782407407407333,0.44109034516958895,10.411764705882353,88,0.3516241185670493,-0.6178879092569419,1.5294117647058822,2.235294117647059,2.9411764705882355,16.65860716406696,10.26693269274244,2.1653569194840774,-2.1093267762996355,2.062715563982788,-2.432023918289352,5.705260869913361,-0.5857232687246196,2.3618148302261397,2.8020265564294933,631.4187253539496,3.5524735114736394,2.439418558159443,1.5869486786342308,-2.2999999999999994,8230.924683338097,4.288212462884979,1.75386751956906,10.044841608513924,6.606881964512918,5.516700717616262,5.516700717616262,5.693927994848461,5.559266895052008,4.794537184071822,0,4.7304076419062255,4.7304076419062255,24.787689927355597,6.06636706846161,12.990104268152233,0,9.567996225642858,11.033401435232523,0,4.7304076419062255,0,6.923737199690624,6.606881964512918,58.1754091630284,0,15.127263120694867,0,0,0,11.337289606419144,0,12.130990224467915,5.693927994848461,41.71496124835064,0,11.033401435232523,58.17,5.559266895052008,10.001790208849112,12.300809959361379,15.763809077138749,4.7304076419062255,12.999757306524504,24.26546827384644,0,6.578935683598497,4.8375885837366335,1.74224537037037,0,17.161173469387755,11.80271557697153,0.46011526832955596,0,6.7773538674729155,1.5365046296296296,5.186558484504913,0,0.16666666666666666,0,5,0,0,0,1,1,2,4,0,5,3,0,0,0,2,0.5579200000000001,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.69358024691358,0.012314814814815334,-0.4982602670697902,0.7203434488045809,9.933333333333334,80,0.3311432712419003,-0.29509931901855385,1.2666666666666666,1.8666666666666667,2.4,35.49569130631923,10.486281435331948,2.068967652465858,-2.0665186084728155,1.9703464843152156,-2.388419573958688,6.2977601726639,0.6256986021505436,2.211253949960382,3.4781145225621946,499.1243443235101,3.3122812719940544,1.8327157150351914,1.397909290906596,-1.5499999999999996,2047.6211576633139,4.794988653138566,2.274281430740086,0,5.022633313741326,0,0,5.559266895052007,5.689743398203474,13.928736479654532,4.794537184071822,0,13.157871367196995,23.752980103900278,0,19.28635638343823,0,0,11.600939890232516,0,9.13419929558271,0,13.08951281182515,0,57.36747312761828,0,11.24901029325548,0,0,11.600939890232516,9.13419929558271,13.08951281182515,0,0,41.09582952062147,5.022633313741326,0,44,11.24901029325548,9.589074368143644,11.567389719653901,6.544756405912575,4.567099647791355,16.839963326238312,6.076020106833881,0,13.157871367196995,11.600939890232516,2.346296296296296,5.700783572688334,23.17363032249937,0.012314814814815334,-0.9110380448475679,0,0,4.338615835222978,7.450508314436886,0,0.2,0,4,0,0,0,0,1,1,4,0,5,4,0,0,0,1,1.0353999999999997,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.732827590912908,0.04873043636391339,-0.3077106428991345,0.919643862380939,10,98,0.2908486084750213,-0.45919127900218215,1.1578947368421053,1.8421052631578947,2.3684210526315788,16.34062220541161,10.228251760491968,2.0916996188818975,-2.1475756200834706,2.1723277061115107,-2.2218791317404705,6.019666803519547,-0.11580008338062726,2.9234590667780678,2.069068215582925,573.2483621036461,4.056334620041675,2.729780045903614,1.550626760714988,-2.5599999999999996,27258.332338638706,5.389882272896517,3.009930981608335,14.633849271910154,0,5.760247418874442,5.907179729351506,5.907179729351506,0,9.589074368143644,0,0,0,0,36.39820241076966,25.346181731734937,6.263162995639057,14.006225305196992,23.189132008070136,0,0,0,6.923737199690624,17.264370317534,48.421612825283155,0,10.216698334856808,11.374772549367124,0,0,18.8620314413802,4.794537184071822,0,17.478521802636887,47.07851634346206,0,0,62.550000000000004,0,9.589074368143644,17.57460687757745,5.687386274683562,5.687386274683562,18.08680992618016,43.44587439344685,0,5.316788604006331,4.417150937053347,4.995980286398305,0,24.464831608403486,2.703553476946334,1.4079626217771064,-0.10187575004494076,10.232726021206359,1.4442774546814952,1.4926531976554522,1.6932244163097336,0.14285714285714285,1,5,0,0,0,1,1,2,3,1,5,3,0,0,0,2,2.5146000000000006,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.650129440665156,0.2486805555555558,-4.5624768518518515,0.7296858129161745,11.375,88,0.47779976114222533,-0.37669223921204814,1.375,1.9375,2.3125,19.41321958798687,10.069161844776064,2.4289067481411646,-2.1568171407631107,2.3205852079237927,-2.273018499661593,6.000136869036402,-0.42547129044355486,2.1449633119336027,3.5155596118206547,413.015435837158,3.5612837895671645,2.0923552475898215,1.4401395239998225,-1.59,2211.4571746035444,4.112336342245376,2.3163611264478923,4.899909730850478,5.563451491696996,11.980088517978015,0,5.693927994848461,6.176298517443475,4.794537184071822,4.9839785209472085,13.171245143024459,0,0,6.923737199690624,20.16171103381599,5.687386274683562,22.94976084804349,11.470631221048501,0,0,0,13.100035717134098,18.99525369620486,23.520590126620146,0,9.883888251797686,18.858631417708022,0,0,19.87858891171932,6.176298517443475,0,22.9756538703079,12.263210640074686,0,0,34.45,17.653471458656874,17.96578232709628,11.250837766380558,0,6.923737199690624,17.163120370925164,14.09534396535438,0,4.9839785209472085,0,37.95038832199547,0,14.844583333333334,0,-1.0928009259259253,-0.6177083333333331,1.4364814814814815,-3.3912499999999994,1.1164814814814816,3.1704913076341645,0.4,1,3,0,0,0,0,1,1,2,0,6,2,0,0,0,1,1.7881,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.609822373393802,0.3587962962962967,-0.8615046296296294,0.44279061097253763,13.307692307692308,72,0.11521807792630571,-0.7871008090800096,1.6923076923076923,2.3846153846153846,2.769230769230769,32.13347326971012,9.9827475986704,2.2319749444431496,-2.2967923023662427,2.176389405920313,-2.432846827266287,7.117986065474728,0.3131568102829928,2.581835931302468,3.0082265404691273,293.10248814983055,4.100664483558202,1.7017322762405485,1.8124067813254794,-0.9099999999999999,1019.8251928644748,3.8657142940293716,2.0601846789516176,15.894602647675782,5.711685002770702,0,0,0,0,0,0,0,11.336785877934737,11.22207979521215,25.293904238308773,5.538925252383345,4.877147193701299,5.20725302477729,17.048470880705437,0,5.480096598121202,5.15571272675054,19.38639965176459,0,27.597197125867723,0,5.480096598121202,0,0,11.336785877934737,16.45786327993134,0,5.20725302477729,18.724621593082546,22.668509634139674,0,0,67.67999999999999,5.538925252383345,5.20725302477729,0,5.711685002770702,4.877147193701299,11.336785877934737,19.913841467842857,16.92652643704873,5.15571272675054,5.20725302477729,0,1.428171296296296,0.7878240740740744,24.39021211262283,1.3437731481481487,0,3.6437230725623584,0,3.322962962962963,0,0.375,2,4,0,0,0,0,1,1,5,2,5,3,0,0,0,1,1.7924,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.507898715041573,0.16496409674981116,-0.4387443310657593,0.7468371919365746,10.9375,84,0.27625382519397884,-0.31021246181855283,1.5625,2.3125,3,16.15068712255335,10.193088207698747,2.10681852472104,-2.075370763893712,2.0544571072919484,-2.216952736242699,5.908482967753431,-0.11846380068280396,2.6453871244530736,2.468616370799737,582.842024519899,3.646278884943332,2.0537918523657592,1.1908444752628902,-2.18,5288.1288617816945,3.7619540427848546,1.7879597866742194,5.316788604006331,12.14518285259957,0,5.907179729351506,11.3369206189712,0,14.687756176444681,9.499376414562832,4.9839785209472085,0,13.847474399381248,0,11.984273114623004,0,4.794537184071822,17.502696231105727,0,19.582036743811077,5.917906046161393,13.847474399381248,5.316788604006331,22.74749122234998,0,10.876055499058339,5.817862777835028,0,0,25.489216473162585,4.794537184071822,5.917906046161393,13.847474399381248,17.188224327297974,0,5.777653723919194,92.15,5.559266895052007,9.589074368143644,17.602739499432094,5.817862777835028,0,16.909085036841773,13.847474399381248,0,20.383427454201787,0,1.4322222222222223,0,30.231362433862436,5.373185941043085,-0.4387443310657593,0.23018046107331958,1.2415277777777778,1.3956386999244141,3.5346267951625094,0,0.3333333333333333,2,7,0,0,0,0,2,2,5,2,7,2,0,0,0,2,0.012099999999999889,0,0,0,0,0,4,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6409259259259255,0.6140854119425545,0.6140854119425545,0.8272033839040371,12.176470588235293,92,0.16221392286469416,-0.33720596208450176,1.1176470588235294,1.7647058823529411,2.3529411764705883,15.18901646413712,10.209842353651606,2.1861250833123105,-2.2586838041284762,2.0900685736789337,-3.162025615425923,5.7409593796348215,-0.9553971620237937,2.667876314520772,2.220398024933982,443.92790867547563,5.261739163674579,3.2931519144766592,2.3576230228045474,-1.3499999999999999,8619.908372216614,4.880233899047509,2.6666700317646295,9.883888251797686,6.544756405912575,5.824404497999927,0,0,0,0,4.9839785209472085,0,0,12.13273413692322,39.827682935685715,0,23.117083093528446,4.899909730850478,11.033401435232523,0,9.967957041894417,0,46.32338686297099,0,30.089872771846366,0,4.899909730850478,0,0,0,22.05163870019034,6.544756405912575,0,33.519353296762425,24.26546827384644,0,11.033401435232523,33.120000000000005,0,0,0,12.083681658295921,23.40256233914502,0,4.899909730850478,12.13273413692322,49.79563997758012,0,0,0,9.604079743008315,0,2.1978930461073323,1.086666666666667,9.434809145880573,0,10.009884731670445,0,0.5,2,3,0,0,0,1,1,2,1,2,3,4,0,0,0,2,1.7645999999999993,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
